CompoundName,ModelID,EC50,LowerAsymptote,UpperAsymptote,Slope,MinimumDose,MaximumDose,DoseUnit
CIL55,ACH-000186,9.654978944423103,0.9198268649615804,1.0099999998766696,-12.58882075665224,3e-4,10,uM
CIL55,ACH-000191,8.647104508323215,0.18017588290480707,1.009999999509034,-4.640140466206285,3e-4,10,uM
CIL55,ACH-000193,0.005163934255673756,1.01,1.01,1e-5,3e-4,10,uM
CIL55,ACH-000200,5.539781845045308,0.7158822797036456,1.01,-18.277866829641845,3e-4,10,uM
CIL55,ACH-000205,8.684671139346758,0.3766301465983994,1.009999996494357,-1.441254964327177,3e-4,5,uM
CIL55,ACH-000209,3.5521435065252165,0,0.8932783063662635,-3.112059721523418,3e-4,10,uM
CIL55,ACH-000211,8.329289160570289,0.020702437555720148,1.0099999930006405,-5.486164821195276,3e-4,10,uM
CIL55,ACH-000212,0.021543373859445,1.01,1.01,-0.1632237582958086,3e-4,10,uM
CIL55,ACH-000213,5.382943189212931,0.19989985135752733,0.9742720185913952,-2.0099822017517206,3e-4,10,uM
CIL55,ACH-000219,7.699068223286585,8.948805823619505e-7,1.009999974637762,-12.755638263402629,3e-4,10,uM
CIL55,ACH-000221,0.003881697675210078,0.8856167200337276,0.9028243187482186,-12.795283311248545,3e-4,10,uM
CIL55,ACH-000233,7.2184283497141095,0.00348311770382479,0.9732651569109696,-10.40084745085298,3e-4,10,uM
CIL55,ACH-000242,0.055301645451901894,0.9511594225554638,1.01,-29.402789291550828,3e-4,5,uM
CIL55,ACH-000247,9.722736422079098,0,1.01,-20.911731021242968,0.078,10,uM
CIL55,ACH-000250,10.235588931998652,0,1.01,-3.564405217304726,3e-4,10,uM
CIL55,ACH-000261,7.9438011035531515,0.0748627895687656,1.0099999999875444,-8.316693807226486,3e-4,10,uM
CIL55,ACH-000264,3.655779602201404,0.047496211092389544,1.01,-5.538372876353324,3e-4,10,uM
CIL55,ACH-000265,6.353751955884282,2.5853169174923915e-9,0.9442634440448654,-4.473608864592373,3e-4,10,uM
CIL55,ACH-000266,0.006602649840769332,0.9054909915427658,1.00999972117881,-27.399165827206673,3e-4,10,uM
CIL55,ACH-000270,3.6574682228622963,0.28781135697844884,0.9913088972596292,-5.962027268663803,3e-4,5,uM
CIL55,ACH-000271,8.76517584393399,0.13711944530581904,1.0099999953307253,-15.234273856481575,3e-4,10,uM
CIL55,ACH-000274,15.782186395875147,0,0.9650361195438566,-0.9641418032447934,3e-4,5,uM
CIL55,ACH-000280,3.3215054790801335,0.7396526947436669,0.9312557603712226,-2.68859776352271,3e-4,10,uM
CIL55,ACH-000282,5.0870094310592116,0.4029944596061587,0.9901012591035095,-1.6932827713990128,3e-4,10,uM
CIL55,ACH-000295,7.414795903820813,0,0.8994916174411792,-6.217489364977641,3e-4,10,uM
CIL55,ACH-000296,7.123634902361853,0.0765345653949158,1.0099999816905876,-5.899898611231703,3e-4,10,uM
CIL55,ACH-000301,7.450284124558877,0.009526064890351913,1.0099999998656548,-11.741219294334922,3e-4,10,uM
CIL55,ACH-000302,0.0063115706071100565,0.8944990112630858,1.0099999933277082,-25.53496488886998,3e-4,10,uM
CIL55,ACH-000303,7.680805405831718,0.09236481941321642,1.009999996551452,-6.269640353801209,3e-4,10,uM
CIL55,ACH-000309,6.7989882937740145,0.24637369499192785,1.0066717388891568,-1.8552266860352624,3e-4,10,uM
CIL55,ACH-000318,11.18492698132645,3.088347048352545e-5,0.9813402309676584,-3.790697320561327,3e-4,10,uM
CIL55,ACH-000324,18.169185218210313,0,0.9716060893644564,-1.643836594479165,3e-4,10,uM
CIL55,ACH-000325,6.794319926960394,0.0807801364323682,1.0099999998194202,-8.316208260306498,3e-4,10,uM
CIL55,ACH-000326,7.005425057468623,0.007725111382186907,0.8635923331448204,-3.4770048197296757,3e-4,10,uM
CIL55,ACH-000332,8.478705983464335,0.8458228114430775,1.0099999986390915,-2.572253916134306,3e-4,5,uM
CIL55,ACH-000335,3.7190756563509235,0.32772980132664226,0.9687327446542012,-1.9297002351755703,3e-4,10,uM
CIL55,ACH-000338,8.240684077593711,0.06247463414061713,1.0099999962873498,-10.716718675763785,3e-4,10,uM
CIL55,ACH-000344,0.0032283732269551097,0.9683723472725954,1.0030753238241876,-19.94992263398163,3e-4,10,uM
CIL55,ACH-000346,5.054834996774676,0,1.01,-2.39218616614151,3e-4,10,uM
CIL55,ACH-000347,0.0066267312973587586,0.9211680814645552,1.0099999952151206,-26.62645260185278,3e-4,10,uM
CIL55,ACH-000348,8.198048540595364,5.350449927822777e-9,1.009999264402513,-19.347148349175665,3e-4,10,uM
CIL55,ACH-000351,11.25801585039112,0.005699569630701262,1.0099999999834912,-8.52033772290742,3e-4,10,uM
